ID,Name,Once,Slot,Value,Upgrade,Gold,XP
5599,Fight For Karok!,FALSE,225,9,FALSE,250,250
5600,(Mega) Fight For Karok!,FALSE,225,9,FALSE,250,250
5601,What is THAT?,FALSE,225,10,FALSE,500,500
5602,Let it Grow (Colder),FALSE,-1,0,FALSE,1000,2000
5603,Legion Quest: Dark Knight of Frostval,FALSE,31,6,FALSE,1000,2000
5604,Legion Quest: Coal for the Legion,FALSE,31,6,FALSE,1500,2000
5605,Feed the Frostling Horror,FALSE,-1,0,FALSE,250,0
5606,Take a Look Around,FALSE,225,11,FALSE,800,800
5607,The Stars Have Foretold,TRUE,225,12,FALSE,250,250
5608,Continue this Path,FALSE,225,13,FALSE,800,800
5609,Cross the Ice Bridge,TRUE,225,14,FALSE,250,250
5610,Free the Moglins,FALSE,225,15,FALSE,500,500
5612,Get the Moglinsters,FALSE,225,16,FALSE,500,500
5613,Take the Crystal,TRUE,225,17,FALSE,250,250
5614,You have to Fight,FALSE,225,18,FALSE,500,500
5615,Fight your way Clear,TRUE,225,19,FALSE,1000,1000
5616,Take down Kezeroth!,FALSE,225,20,FALSE,800,800
5617,Karok still Stands,FALSE,225,21,FALSE,1000,1000
5618,Clear Them Out (Farming Quest),FALSE,-1,0,FALSE,600,600
5619,Thin the Horde (Farming Quest),FALSE,-1,0,FALSE,900,900
5620,Cathedral of Time,TRUE,226,1,FALSE,250,250
5621,Shut Down Sentries,FALSE,226,2,FALSE,800,800
5622,Find the Virus,TRUE,226,3,FALSE,250,250
5623,Timeline XV6: Champion of Chaos,TRUE,226,4,FALSE,250,250
5624,Geese... and Pie?,FALSE,226,5,FALSE,600,600
5625,Exponential Silliness,FALSE,226,6,FALSE,500,500
5626,Get the Glitch!,FALSE,226,7,FALSE,500,500
5627,Timeline H2Z: The Death of Sepulchure,TRUE,226,8,FALSE,250,250
5628,Keep Tracking the Virus,FALSE,226,9,FALSE,400,400
5629,Talk to Alteon,FALSE,226,10,FALSE,400,400
5630,Destroy More Data,FALSE,226,11,FALSE,500,500
5631,Timeline P23: Infernal Invasion,TRUE,226,12,FALSE,250,250
5632,Get some Help,FALSE,226,13,FALSE,500,500
5633,Scan the Area,TRUE,226,14,FALSE,250,250
5634,Get Help from Warlic,TRUE,226,15,FALSE,250,250
5635,Portal Revealed,TRUE,226,16,FALSE,250,250
5636,Kill 2016!,FALSE,226,17,FALSE,900,900
5637,Those Bloody Maggots,FALSE,227,1,FALSE,500,500
5639,Purple is the Best Color,FALSE,227,2,FALSE,600,600
5640,Get Some Candles,FALSE,227,3,FALSE,500,500
5641,Time For a Break,FALSE,227,4,FALSE,500,500
5642,Call the Exterminator,FALSE,227,5,FALSE,600,600
5643,Calm the Villagers,FALSE,227,6,FALSE,800,800
5644,Clean up the Ooze,FALSE,227,7,FALSE,600,600
5645,They Stole My Stuff!,FALSE,227,8,FALSE,900,900
5646,Ia! Ia! Shub’hathrys Fhtagn!,FALSE,227,9,FALSE,900,900
5647,Home Decorating with Voltaire,FALSE,227,10,FALSE,900,900
5648,Get Rid of the Guards,FALSE,228,1,FALSE,800,800
5649,Get the Data,FALSE,228,2,FALSE,600,600
5650,Find the Door Code,FALSE,228,3,FALSE,600,600
5651,Find the Lab,TRUE,228,4,FALSE,250,250
5652,Take out Dr. Eisenbacke,FALSE,228,5,FALSE,0,0
5653,Find Ada,FALSE,228,6,FALSE,500,500
5654,Keep Looking,FALSE,228,7,FALSE,0,0
5655,Gotcha!,TRUE,228,8,FALSE,250,250
5656,Combat Practice,FALSE,228,9,FALSE,700,700
5657,Round 2,FALSE,228,10,FALSE,800,800
5658,Third Time's A Charm,FALSE,228,11,FALSE,900,900
5659,Void Knight Sword Quest,FALSE,-1,0,FALSE,0,0
5660,Void HighLord's Challenge,FALSE,-1,0,FALSE,10000,300000
5661,Void Destroyer Diamond Quest,FALSE,-1,0,FALSE,0,0
5662,Void Knight Sword Quest,FALSE,-1,0,FALSE,0,0
5663,Red Chicken Dance,FALSE,229,1,FALSE,800,800
5664,Year of Fire Fight,FALSE,229,2,FALSE,800,800
5665,HolyCud Crooner,FALSE,229,3,FALSE,800,800
5666,Summon the Spicy One,TRUE,229,4,FALSE,800,800
5667,Too Hot to Handle?,FALSE,229,5,FALSE,800,800
5668,Red Envelope Hunt,FALSE,229,6,FALSE,0,0
5669,The Lost Teacher,FALSE,230,1,FALSE,600,600
5670,Big Gold Coins,FALSE,230,2,FALSE,500,500
5671,Light as a Feather,FALSE,230,3,FALSE,900,900
5672,Shard Shard Shard,FALSE,230,4,FALSE,600,600
5673,"White Scales, Light Scales",FALSE,230,5,FALSE,1200,1200
5674,The Stench of Defeat,TRUE,230,6,FALSE,250,250
5675,If You Can't Stand The Heat...,FALSE,230,7,FALSE,800,800
5676,The Depths of Despair,TRUE,230,8,FALSE,250,250
5677,All Things Green and Small...,FALSE,230,9,FALSE,1200,1200
5678,Doom… Or Redemption?,FALSE,230,10,FALSE,800,800
5679,The Mysterious Reward,FALSE,230,11,FALSE,5,5
5680,Prove your Worth (Healer Rare),FALSE,-1,0,FALSE,0,0
5681,Prove your Worth (Warrior Rare),FALSE,-1,0,FALSE,0,0
5682,Prove your Worth (Healer),FALSE,-1,0,FALSE,0,0
5683,Prove your Worth (Warrior),FALSE,-1,0,FALSE,0,0
5684,The Golden Heart,FALSE,231,1,FALSE,500,1000
5685,The Red Room,FALSE,231,2,FALSE,500,1000
5686,Get Out of Here,FALSE,231,3,FALSE,500,1000
5687,Spooky Cupid,FALSE,231,4,FALSE,500,1000
5688,Get a Bullseye,TRUE,231,5,FALSE,500,1000
5689,And They Called it Puppy Love,FALSE,231,6,FALSE,500,1000
5690,Gotta Get the Keys,FALSE,231,7,FALSE,500,1000
5691,They Already Lost,FALSE,231,8,FALSE,500,1000
5692,A Long Time Ago,FALSE,231,9,FALSE,500,1000
5693,Is His Name Herbie?,FALSE,231,10,FALSE,500,1000
5694,Wheel of Love,FALSE,231,11,FALSE,500,1000
5695,Sparring Practice,FALSE,-1,0,FALSE,500,300
5696,Fill the Vials,FALSE,-1,0,FALSE,800,200
5697,Gather Crystals,FALSE,-1,0,FALSE,500,150
5698,Weapons Testing,FALSE,-1,0,FALSE,500,150
5699,I Need Energy,FALSE,-1,0,FALSE,600,200
5700,Need a Better Metal,FALSE,-1,0,FALSE,600,200
5701,Dog Gone,FALSE,-1,0,FALSE,800,300
5702,Worm Food,FALSE,-1,0,FALSE,900,300
5703,Special Treats,FALSE,-1,0,FALSE,800,200
5704,Package Delivery,FALSE,-1,0,FALSE,250,150
5705,Gather the Ingredients,FALSE,-1,0,FALSE,900,200
5706,Scents-tastic,FALSE,-1,0,FALSE,700,250
5707,Practice Time,FALSE,-1,0,FALSE,800,200
5708,Get that Beetle,FALSE,-1,0,FALSE,900,200
5709,Get In the Pit,FALSE,-1,0,FALSE,900,300
5710,The Dark Box,FALSE,-1,0,FALSE,0,0
5711,Turn Off the Heat,FALSE,232,1,FALSE,800,800
5712,One Man’s Trash...,FALSE,232,2,FALSE,1000,800
5713,Some Fiddling and the Right Spells,FALSE,232,3,FALSE,1400,800
5714,I Need More Time,FALSE,232,4,FALSE,1200,800
5715,Trapped Flames,TRUE,232,5,FALSE,250,250
5716,Get Inside!,FALSE,232,6,FALSE,1000,800
5717,Where There is Smoke...,TRUE,232,7,FALSE,250,250
5718,Through the Flames,FALSE,232,8,FALSE,1200,800
5719,Battling the Inferno,FALSE,232,9,FALSE,800,800
5721,Ultra Belo Battle,FALSE,232,10,FALSE,800,800
5722,Sign Nythera's Scroll,FALSE,233,1,FALSE,0,0
5723,Open Ebony Chest,FALSE,-1,0,FALSE,0,0
5724,Examine the Area,FALSE,234,1,FALSE,800,800
5725,Get the Key,FALSE,234,2,FALSE,500,500
5726,Obtain Agravh's Soul,FALSE,234,3,FALSE,600,600
5727,Obtain Uslaw's Soul,FALSE,234,4,FALSE,700,700
5728,Access the Control Room,TRUE,234,5,FALSE,250,250
5729,Destroy the Force Field,FALSE,234,6,FALSE,500,500
5730,Obtain Ozar's Soul,FALSE,234,7,FALSE,900,900
5731,Obtain Pavon's Soul,FALSE,234,8,FALSE,900,900
5732,Activate the Teleporter,TRUE,234,9,FALSE,250,250
5733,Keep it Grounded,FALSE,234,10,FALSE,700,700
5734,Get the Code,FALSE,234,11,FALSE,700,700
5735,Open the Door,TRUE,234,12,FALSE,250,250
5736,Take out the Legionator,FALSE,234,13,FALSE,1000,1000
5737,Search and Destroy,FALSE,31,6,FALSE,2000,1000
5738,Bring Me Their Arms,FALSE,31,6,FALSE,2000,1000
5739,Pest Control,FALSE,-1,0,FALSE,2000,1000
5740,Research Material,FALSE,31,6,FALSE,2000,1000
5741,Suffering is Magic,FALSE,31,6,FALSE,2000,1000
5742,"Those Poor, Lost Souls",FALSE,-1,0,FALSE,2000,1000
5743,Souls of the Future Legion,FALSE,234,14,FALSE,200,200
5744,Robust Souls of the Future Legion,FALSE,234,14,FALSE,400,400
5745,Souls of the Legion,FALSE,234,14,FALSE,200,200
5746,Robust Souls of the Legion,FALSE,234,14,FALSE,400,400
5747,SF3017 Shogun,FALSE,234,15,FALSE,500,500
5748,Future Dage,FALSE,234,16,FALSE,800,800
5751,Taking a Boat Trip,FALSE,-1,0,FALSE,1000,1500
5752,Taking a Boat Trip,FALSE,-1,0,FALSE,1000,1500
5753,Clear a Path,FALSE,31,6,FALSE,1000,1000
5754,Clear a Path,FALSE,31,6,FALSE,1000,1000
5755,Time for Some Spring Cleaning,FALSE,31,6,FALSE,1500,1500
5756,Time for Some Spring Cleaning,FALSE,31,6,FALSE,1500,1500
5757,Mercury Elixir,FALSE,-1,0,FALSE,1,1
5758,Platinum Coin Turn-in,FALSE,-1,0,FALSE,900,900
5759,Gold Coin Turn-in,FALSE,-1,0,FALSE,500,500
5760,Bronze Coin Turn-in,FALSE,-1,0,FALSE,500,500
5761,Rainbow Coin Turn-in,FALSE,-1,0,FALSE,1000,1000
5762,Punk Shadowfall,FALSE,-1,0,FALSE,800,800
5763,Punk Swordhaven,FALSE,-1,0,FALSE,800,800
5764,Tunnel this!,FALSE,-1,0,FALSE,600,600
5765,Get Supplies,FALSE,-1,0,FALSE,800,800
5766,Oils and Essences,FALSE,-1,0,FALSE,900,900
5767,Test the Metal,FALSE,-1,0,FALSE,900,900
5768,Tasty!,FALSE,-1,0,FALSE,800,800
5769,Field Work,FALSE,-1,0,FALSE,900,900
5770,Making Gel,FALSE,-1,0,FALSE,500,500
5771,Popping Boba,FALSE,-1,0,FALSE,900,900
5772,Creeping Horror,FALSE,-1,0,FALSE,900,900
5773,Crawling Chaos,FALSE,-1,0,FALSE,900,900
5774,Sparring with Chaos,FALSE,-1,0,FALSE,900,900
5775,Expect the Inquisitors,FALSE,-1,0,FALSE,1000,1000
5776,A Bounty on Evil,FALSE,-1,0,FALSE,1000,1000
5777,Find the Core,FALSE,235,1,FALSE,800,800
5778,Make a Bridge,FALSE,235,2,FALSE,800,800
5779,Don't Fall,TRUE,235,3,FALSE,800,800
5780,Defeat the Shade,TRUE,235,4,FALSE,600,600
5781,Ice is Sharp,FALSE,235,5,FALSE,800,800
5782,Release the Energy,FALSE,235,6,FALSE,800,800
5783,Defeat the Enfield,FALSE,235,7,FALSE,800,800
5784,Bring me the PINK Eggs!,FALSE,-1,0,FALSE,500,500
5785,Bring me the GREEN Eggs!,FALSE,-1,0,FALSE,600,500
5786,Bring me the BLUE Eggs!,FALSE,-1,0,FALSE,800,500
5787,Bring me the PURPLE Eggs!,FALSE,-1,0,FALSE,1000,500
5788,Bring me the MULTICOLORED Eggs!,FALSE,-1,0,FALSE,1500,500
5789,Get the Poison,FALSE,-1,0,FALSE,300,300
5790,Time to Recharge,FALSE,-1,0,FALSE,300,300
5791,What Happened To Baldric?,TRUE,237,1,FALSE,2500,2500
5792,Slay the Strays,FALSE,-1,0,FALSE,300,300
5793,Get Samples,FALSE,-1,0,FALSE,250,250
5794,Reclaim the Research,FALSE,-1,0,FALSE,125,125
5795,Collect Research Data,FALSE,-1,0,FALSE,350,350
5796,Gimme Inspiration,FALSE,-1,0,FALSE,200,200
5797,None More Black,FALSE,-1,0,FALSE,300,300
5798,Energize Me!,FALSE,-1,0,FALSE,400,400
5799,Tainted Leaves,FALSE,-1,0,FALSE,300,300
5800,Reactivate the Wards,FALSE,-1,0,FALSE,200,300
5801,How to Control a Dragon,FALSE,-1,0,FALSE,250,250
5802,Don't Inhale,FALSE,-1,0,FALSE,300,300
5803,Get a Monitor,TRUE,237,2,FALSE,250,250
5804,Follow the Pattern.. He Ne Ar Kr,FALSE,237,3,FALSE,500,500
5805,The PTM is Ready!,TRUE,237,4,FALSE,800,500
5806,Save the Creatures,FALSE,237,5,FALSE,700,500
5807,Clear the Treeants,TRUE,237,6,FALSE,600,500
5808,Excise the Infection,FALSE,237,7,FALSE,800,500
5809,Root out the Plague,FALSE,237,8,FALSE,700,500
5810,"I Said Yes, Yes, Yes",TRUE,237,9,FALSE,0,0
5811,Rally the Mages,FALSE,237,10,FALSE,800,500
5812,Wisteria Hysteria,FALSE,237,11,FALSE,800,800
5813,Confront Extriki,TRUE,237,12,FALSE,250,250
5814,Nulgath’s Messenger,FALSE,-1,0,TRUE,0,0
5815,The Game of Gemstones,FALSE,-1,0,TRUE,333333,0
5816,Assisting Drudgen,FALSE,-1,0,TRUE,0,0
5817,Assisting Crag and Bamboozle,FALSE,-1,0,TRUE,10000,0
5818,Assisting Oblivion Blade,FALSE,-1,0,TRUE,0,0
5819,Remove the Bile,FALSE,237,13,FALSE,800,500
5820,Get the Plague (Crystal),FALSE,237,14,FALSE,800,500
5821,Grab the Growth,FALSE,237,15,FALSE,800,500
5822,Treeants for Wood,FALSE,237,16,FALSE,800,500
5823,Sand sounds better than Litter...,FALSE,237,17,FALSE,800,500
5824,Destroy the Zognax,FALSE,237,18,FALSE,800,500
5825,Waves of Mutilation,FALSE,-1,0,FALSE,800,50
5826,A Dark Temptation,FALSE,-1,0,FALSE,25000,5000
5827,Deeper and Deeper into Darkness,FALSE,-1,0,FALSE,15000,3000
5828,Sacrifice (BLoD version),FALSE,-1,0,FALSE,100000,12500
5829,Sacrifice (ALoD version),FALSE,-1,0,FALSE,100000,12500
5830,Bandages Needed,FALSE,237,19,FALSE,600,500
5831,Shinies!,FALSE,237,20,FALSE,900,500
5832,Plushies,FALSE,237,21,FALSE,500,500
5833,Sleepies,FALSE,237,22,FALSE,75,75
5834,Black Metal Cold Brew,FALSE,-1,0,FALSE,800,500
5835,What's Next?,FALSE,237,23,FALSE,100,100
5836,Make a Bed,FALSE,237,24,FALSE,500,500
5837,Talk to Ravinos,TRUE,237,25,FALSE,100,100
5838,Into the Underglade,FALSE,237,26,FALSE,800,500
5839,Clear the Spores,FALSE,237,27,FALSE,800,500
5840,Cleanse the Walls,TRUE,237,28,FALSE,700,500
5841,Expose the Entrance,TRUE,237,29,FALSE,500,300
5842,Gather the Glows,FALSE,237,30,FALSE,600,500
5843,More Corruption Revealed,TRUE,237,31,FALSE,500,300
5844,The Goblin Threat,FALSE,237,32,FALSE,800,500
5845,Get an Offering,FALSE,237,33,FALSE,500,300
5846,The Heart of the Glade,TRUE,237,34,FALSE,300,300
5847,Defeat Extriki,FALSE,237,35,FALSE,1000,500
5848,Clear the Forest,FALSE,-1,0,FALSE,500,300
5849,Capture the Misshapen,FALSE,238,1,FALSE,800,500
5850,Defeat the Parasites,FALSE,238,2,FALSE,700,500
5851,The Source,FALSE,238,3,FALSE,900,500
5852,Find Lucky!,TRUE,238,4,FALSE,500,500
5853,Gather a Scouting Party,TRUE,238,5,FALSE,250,250
5854,Head into the Woods,TRUE,238,6,FALSE,900,900
5855,Bad Dog,TRUE,238,7,FALSE,900,900
5856,Explore the Cavern,FALSE,238,8,FALSE,800,500
5857,Capture the Insects,FALSE,238,9,FALSE,900,500
5858,Face the Consequences,FALSE,238,10,FALSE,900,500
5859,Stalk This,FALSE,238,11,FALSE,800,500
5860,Free the Flies,TRUE,238,12,FALSE,250,250
5861,Follow the Swarm,TRUE,238,13,FALSE,250,250
5862,Leading to the Wall,FALSE,238,14,FALSE,900,500
5863,Get through the Wall,FALSE,238,15,FALSE,600,500
5864,Defeat the Golem,FALSE,238,16,FALSE,900,500
5865,Make a Wish,FALSE,-1,0,FALSE,100,0
5866,Time for a Dose,FALSE,238,17,FALSE,600,500
5867,Comparing Samples,FALSE,238,18,FALSE,800,500
5868,Examine the Foliage,TRUE,238,19,FALSE,300,300
5869,Investigate the Goo,FALSE,238,20,FALSE,700,500
5870,Second Dose,FALSE,238,21,FALSE,600,500
5871,Still Not Working,FALSE,238,22,FALSE,600,500
5872,Get the Final Ingredients,FALSE,238,23,FALSE,800,500
5873,Smash the Hive,FALSE,238,24,FALSE,800,800
5874,Acolyte's Medallions,FALSE,238,25,FALSE,500,500
5875,Acolyte's Mega Medallions,FALSE,238,25,FALSE,800,750
5876,Let’s Hope This Works,FALSE,238,26,FALSE,800,800
5877,Defeat Kolyaban,FALSE,238,27,FALSE,800,800
5878,Follow Those Fairies!,FALSE,239,1,FALSE,500,500
5879,Aerodu Assault,FALSE,239,2,FALSE,900,500
5880,Void Travel Battle,FALSE,239,3,FALSE,500,500
5881,Lost to Entropy?,FALSE,239,4,FALSE,600,500
5882,Void Travel Battle,FALSE,239,5,FALSE,500,500
5883,The Master Quest,FALSE,239,6,FALSE,500,500
5884,Void Travel Battle,FALSE,239,7,FALSE,500,500
5885,Crystallize This,FALSE,239,8,FALSE,500,500
5886,Void Travel Battle,FALSE,239,9,FALSE,500,500
5887,Nauts and Double-crosses,FALSE,239,10,FALSE,500,500
5888,Void Travel Battle,FALSE,239,11,FALSE,500,500
5889,Key to the Mystery,TRUE,239,12,FALSE,250,250
5890,Get the Key,FALSE,239,13,FALSE,500,500
5891,A Void the Dricken,FALSE,239,14,FALSE,800,500
5892,Infernus the Eight-Eyed,FALSE,-1,0,FALSE,800,800
5893,Blackrawk Magebane,FALSE,-1,0,FALSE,800,800
5894,Smoldur Blastfang,FALSE,-1,0,FALSE,800,800
5895,Dravir Defense,FALSE,-1,0,FALSE,1000,600
5896,Gut the Guards,FALSE,-1,0,FALSE,1000,500
5897,Lava or Leave It,FALSE,-1,0,FALSE,500,500
5898,QuarterMaster’s Supplies,FALSE,-1,0,FALSE,800,800
5899,Suffering for Sulphur,FALSE,-1,0,FALSE,1000,500
5900,Ingots and Outguts,FALSE,-1,0,FALSE,1000,600
5901,Senna’s Buns,FALSE,-1,0,FALSE,1200,800
5902,Level 75-90,FALSE,-1,0,FALSE,12000,12000
5903,Guts for Glutes,TRUE,240,1,FALSE,1000,800
5904,Mucus be Joking,FALSE,240,2,FALSE,700,500
5905,Build a Bone-a-fied Ladder,FALSE,240,3,FALSE,800,500
5906,Talk About Reflux,TRUE,240,4,FALSE,1000,500
5907,How'd HE get here?,TRUE,240,5,FALSE,1000,500
5908,Glowworms not Glowsticks,FALSE,240,6,FALSE,1000,500
5909,Ossification Needed,FALSE,240,7,FALSE,900,500
5910,Eye Need Bones,FALSE,240,8,FALSE,500,250
5911,Bile Burns,FALSE,240,9,FALSE,800,500
5912,Find the Chest,TRUE,240,10,FALSE,500,250
5913,We Need the Key,FALSE,240,11,FALSE,800,500
5914,Cha Cha Cha,TRUE,240,12,FALSE,500,250
5915,"Glutus, Take 2",FALSE,240,13,FALSE,1000,500
5916,Call of Doody,FALSE,-1,0,FALSE,1000,800
5917,Defeat the Drakel,FALSE,241,1,FALSE,800,500
5918,Don't Get Zapped!,FALSE,241,2,FALSE,800,500
5919,Get Grounded,FALSE,241,3,FALSE,600,500
5920,Get the Key,FALSE,241,4,FALSE,500,500
5921,Get the Boots,TRUE,241,5,FALSE,250,250
5922,Make Lightning Rods,FALSE,241,6,FALSE,800,500
5923,Free the Villagers,TRUE,241,7,FALSE,600,500
5924,Open the Gate,TRUE,241,8,FALSE,800,500
5925,Fight Your Way Through,TRUE,241,9,FALSE,1000,500
5926,Defeat Valsarian,FALSE,241,10,FALSE,1000,500
5927,Mind the Fumes,TRUE,242,1,FALSE,15,15
5928,"Oooh, Mama",FALSE,242,2,FALSE,300,300
5929,Poor Baby,FALSE,242,3,FALSE,150,150
5930,The Heptagonal Chest,FALSE,242,4,FALSE,100,100
5931,Part the Veils of Time,FALSE,-1,0,FALSE,150,150
5932,Spell to See Beyond,FALSE,-1,0,FALSE,250,250
5933,LEVItate Not LAVItate,FALSE,-1,0,FALSE,300,300
5934,Looting is for Sneevils,FALSE,243,1,FALSE,300,150
5935,Jumping in Puddles,TRUE,243,2,FALSE,150,150
5936,Pick the Right Chest,TRUE,243,3,FALSE,500,250
5937,Gelatin is Nasty,FALSE,243,4,FALSE,600,150
5938,Explore the Cave,TRUE,243,5,FALSE,150,150
5939,Disarm the Trap,TRUE,243,6,FALSE,300,150
5940,Crystal-eyes,FALSE,243,7,FALSE,800,250
5941,Go-bolds?,FALSE,243,8,FALSE,600,150
5942,Follow the Trail,TRUE,243,9,FALSE,150,150
5943,Get Rid of Greed,FALSE,243,10,FALSE,1000,500
5944,Protective Gear Required,FALSE,244,1,FALSE,0,0
5945,Are There Any Survivors?,FALSE,244,2,FALSE,150,175
5946,Gathering Samples,FALSE,244,3,FALSE,200,200
5947,Find a 'Volunteer',FALSE,244,4,FALSE,100,100
5948,Cure the Volunteer,TRUE,244,5,FALSE,500,500
5949,Herbal Help,FALSE,244,6,FALSE,100,100
5950,Re-heal,TRUE,244,7,FALSE,500,500
5951,Let's Try That Again,TRUE,244,8,FALSE,500,500
5952,One More Time,TRUE,244,9,FALSE,200,200
5953,Who's Up for Round 3,TRUE,244,10,FALSE,1000,1000
5954,Cure the Villagers,FALSE,244,11,FALSE,250,250
5955,Gotta Clean Up,TRUE,244,12,FALSE,250,250
5956,Clear the Castellum,TRUE,244,13,FALSE,250,250
5957,Get rid of Phlegnn,FALSE,244,14,FALSE,300,300
5958,Cured is NOT GOOD,FALSE,244,15,FALSE,800,250
5959,Mutated Plague,FALSE,244,16,FALSE,600,250
5960,Actual Sloth Dragon,FALSE,244,16,FALSE,600,250
5961,Hopelessly Devoted,FALSE,245,1,FALSE,800,150
5962,Fighting the Feeling,FALSE,245,2,FALSE,100,100
5963,Love Potion #9.1,FALSE,245,3,FALSE,600,150
5964,Leather is Better,FALSE,245,4,FALSE,500,150
5965,Gird your Loins,FALSE,245,5,FALSE,600,150
5966,Get the Keys,FALSE,245,6,FALSE,500,150
5967,Open the Cages,TRUE,245,7,FALSE,150,150
5968,Get Past the Guards,TRUE,245,8,FALSE,800,150
5969,Viscyra'lly Yours,FALSE,245,9,FALSE,600,200
5970,Lascivia'sness,FALSE,245,10,FALSE,800,500
5971,Talk to the Guards,FALSE,245,11,FALSE,500,150
5972,Lascivia Stunk Pretty,FALSE,245,12,FALSE,500,150
5973,"You Broke It, You Fix It",FALSE,245,13,FALSE,800,150
5974,Elite Energy,FALSE,245,14,FALSE,300,150
5975,No Pillow Unturned,TRUE,245,15,FALSE,150,150
5976,Take Down Killek,FALSE,245,16,FALSE,800,150
5977,Hunt for Killek,TRUE,184,7,FALSE,150,150
5978,Chew the Dead,FALSE,184,8,FALSE,900,350
5979,Marsh Mash Pit,FALSE,184,9,FALSE,700,150
5980,Ash Me No Questions,FALSE,184,10,FALSE,500,150
5981,Defeat Killek Bonebreaker,FALSE,184,11,FALSE,500,500
5982,Void Spartan,FALSE,-1,0,FALSE,5000,100000
5983,Talk to the Guard,TRUE,246,1,FALSE,150,150
5984,Talk to the Villager,TRUE,246,2,FALSE,150,150
5985,Fire and Ice,FALSE,246,3,FALSE,500,150
5986,Round 'em Up,FALSE,246,4,FALSE,500,150
5987,Get Rockin',FALSE,246,5,FALSE,800,150
5988,Stop Fightin',TRUE,246,6,FALSE,150,150
5989,Find Riddrug,TRUE,246,7,FALSE,150,150
5990,Defeat The Red Champion,FALSE,246,8,FALSE,600,200
5991,Defeat The Ice Champion,FALSE,246,9,FALSE,600,200
5992,Defeat The Undead Champion,FALSE,246,10,FALSE,600,200
5993,Defeat The Water Champion,FALSE,246,11,FALSE,600,200
5994,Defeat The Wind Champion,FALSE,246,12,FALSE,600,200
5995,Defeat The Yokai Champion,FALSE,246,13,FALSE,600,200
5996,Defeat The Green Champion,FALSE,246,14,FALSE,600,200
5997,Defeat The Faerie Champion,FALSE,246,15,FALSE,600,200
5998,Defeat The Chaos Champion,FALSE,246,16,FALSE,600,200
5999,Defeat The Void Champion,FALSE,246,17,FALSE,600,200
6000,Argo's Not Stopping Us!,FALSE,246,18,FALSE,800,300
6001,"Defeat Ukki, The 1st Sentinel",FALSE,246,19,FALSE,300,150
6002,"Defeat Kagan, The 2nd Guardian",FALSE,246,20,FALSE,350,200
6003,"Defeat Golgar, The 3rd Guardian",FALSE,246,21,FALSE,400,250
6004,Hand over the Entry Code,FALSE,246,22,FALSE,500,250
6005,Confront the Dragon King,FALSE,246,23,FALSE,250,250
6006,Plunder Me Some Booty!,FALSE,-1,0,FALSE,250,250
6007,Plunder Me Some HUGE Booty!,FALSE,-1,0,FALSE,350,350
6008,Call In An Airstrike!,FALSE,-1,0,FALSE,400,400
6009,Call In The Mech!,FALSE,-1,0,FALSE,500,500
6010,Keelhaul th’ Cap’n,FALSE,247,1,FALSE,550,550
6011,Keelhaul Klashex,FALSE,247,2,FALSE,600,600
6012,Dragon King Chest Pet,FALSE,248,1,FALSE,0,0
6013,Battle Slork!,FALSE,249,1,FALSE,150,150
6014,Battle Azkorath!,FALSE,249,2,FALSE,150,150
6015,Battle Blessed Inquisitor!,FALSE,249,3,FALSE,150,150
6016,Battle Lich Ravager!,FALSE,249,4,FALSE,150,150
6017,Battle Shurpu Ring Guardian!,FALSE,249,5,FALSE,150,150
6018,Battle Serepthys!,FALSE,249,6,FALSE,150,150
6019,Battle Yaomo!,FALSE,249,7,FALSE,150,150
6020,Battle Cerberus!,FALSE,249,8,FALSE,150,150
6021,Battle Infernal Warrior!,FALSE,249,9,FALSE,150,150
6022,Battle Infernal Warlord!,FALSE,249,10,FALSE,150,150
6023,Battle Conquest!,FALSE,249,11,FALSE,180,180
6024,Battle War!,FALSE,249,12,FALSE,180,180
6025,Battle Death!,FALSE,249,13,FALSE,180,180
6026,Battle Famine!,FALSE,249,14,FALSE,180,180
6027,Battle Diabolical Warlord!,FALSE,249,15,FALSE,180,180
6028,Battle Ultra Undead Raxgore!,FALSE,249,16,FALSE,180,180
6029,Battle Blessed Karok!,FALSE,249,17,FALSE,180,180
6030,Battle Kezeroth!,FALSE,249,18,FALSE,180,180
6031,Battle Shadow Lord!,FALSE,249,19,FALSE,180,180
6032,Battle Desolich!,FALSE,249,20,FALSE,180,180
6033,Battle Queen of Hope!,FALSE,249,21,FALSE,200,200
6034,Battle Malxas!,FALSE,249,22,FALSE,200,200
6035,Battle Blessed Gladius!,FALSE,249,23,FALSE,200,200
6036,Battle High Celestial Priest!,FALSE,249,24,FALSE,200,200
6037,Battle Blessed Enfield!,FALSE,249,25,FALSE,200,200
6038,Battle Avatar of Spirits!,FALSE,249,26,FALSE,200,200
6039,Battle Avatar of Time!,FALSE,249,27,FALSE,200,200
6040,Battle Avatar of Life!,FALSE,249,28,FALSE,200,200
6041,Battle Fallen Abezeth!,FALSE,249,29,FALSE,250,250
6042,FINAL FIGHT!,FALSE,249,30,FALSE,300,300
6043,Kaiju Naval Creation,FALSE,-1,0,FALSE,150,150
6044,Kaiju Naval Commander Creation,FALSE,-1,0,FALSE,0,0
6045,Guts and Glory,FALSE,-1,0,FALSE,150,150
6046,Blood Harvest,FALSE,-1,0,FALSE,150,150
6047,The Final Test,FALSE,-1,0,FALSE,200,200
6048,Get Out!,FALSE,250,1,FALSE,250,250
